Vardi,Skaits
LILITA MAIGA,1
LILITA MARIANNA,1
LILITA MARIJA,1
LILITA MARTA,2
LILITA MERILINA,1
LILITA MINJONA,1
LILITA MUDRĪTE,1
LILITA OLITA,1
LILITA RASMA,2
LILITA RUDĪTE,1
LILITA SANDRA GUNDEGA,1
LILITA SARMA,1
LILITA SILVIJA,1
LILITA TAIMIJA,1
LILITA TATJANA,1
LILITA VIJA,1
LILITA VITA,1
LILITA ZAIGA,2
LILITA ZELMA,1
LILITA ZELTĪTE,1
LILITA ZIGRĪDA,1
LILITE,1
LILITE DOMENIKA,1
LILY CHUA,1
LILYA,2
LILYA-MARIE LINH JACQUELINE,1
LILYAN,1
LILĪ,6
LILĪ AIJA,1
LILĪ AIŠA,1
LILĪ ANNA,1
LILĪ ANNE,1
LILĪ DŽĪNA,1
LILĪ JŪLIJA,1
LILĪ MEGANA,1
LILĪ REJA,1
LILĪ ŠARLOTE,1
LILJA,1
LILJA GUNDEGA,1
LILJANA,3
LILL RUTH CECILIA,1
LILLE,1
LILLI,6
LILLI HEIDI,1
LILLI IRMA,1
LILLI KLĒRA LORENA FIŠERE,1
LILLI KONSTANCIA,1
LILLI LANA,1
LILLI MARTA,1
LILLI NIKITA,1
LILLI ZĀRA,1
LILLIA,1
LILLIA ALEHANDRA,1
LILLIANA,3
LILLIANA EVA,1
LILLIANNA,2
LILLIANNA KEITA,1
LILLIĀNA,2
LILLIJA,75
LILLIJA ANNA,2
LILLIJA BETIJA,1
LILLIJA DZIDRA,1
LILLIJA KATERĪNA,1
LILLIJA KEITA,1
LILLIJA LĒNA,1
LILLIJA MAIJA,1
LILLIJA RONJA,1
LILLITA,3
LILLY,1
LILLĪ,2
LILOU,1
LILU,11
LILU AMELI,1
LILU BEATRISE,1
LILU MARTINA,1
LILU NĪMA,1
LILU SOFI,1
LILŪ,1
LILŪ DACE,1
LILŪ ELĪZA,1
LILŪ EMĪLIJA,1
LILŪ KRISTA,1
LIĻA,14
LIĻANA,2
LIĻJANA,1
LIĻJĀNA,1
LIĻOZA,1
LIMA,10
LIMAJA,1
LIMĀNIJA,1
LIMEI,1
LIMORA,4
LIMORE,1
LIMPIADA,2
LIMPIJADA,2
LIMUEL,1
LIN,5
LINA,234
LINA ALIA,1
LINA ALVINA,1
LINA AMALIA SIRI,1
LINA BADIR,1
LINA DŽEINA,1
LINA IMANA,1
LINA ISABELLA,1
LINA JOHANNA,1
LINA KETRĪNA,1
LINA M.,1
LINA MARIA,1
LINA MARIANNA,1
LINA RANA,1
LINA SANDRA IMAN,1
LINAIDA,1
LINARA,2
LINARDA,1
LINARDS,1244
LINARDS ALANS,1
LINARDS ALBERTS,1
LINARDS ALENS,2
LINARDS ANDREJS,2
LINARDS AUDRIS,1
LINARDS DANIELS,3
LINARDS DANIILS,1
LINARDS DANS,1
LINARDS DĀVIDS,1
LINARDS DĀVIS,4
LINARDS EDGARS,1
LINARDS EDUARDS,1
LINARDS EDŽUS,1
LINARDS EINĀRS,1
LINARDS ELMĀRS,1
LINARDS ELVIJS,1
LINARDS EMADS,1
LINARDS EMĪLS,2
LINARDS GABRIELS,1
LINARDS GINTERS,1
LINARDS GUSTAVS,2
LINARDS GUSTS,2
LINARDS HENNERS ARVĪDS,1
LINARDS HUGO,2
LINARDS IMANTS,1
LINARDS IVARS,1
LINARDS JĀNIS,5
LINARDS JĀNIS ALEKSANDRS,1
LINARDS JĒKABS,1
LINARDS JURĢIS,1
LINARDS JURIS,1
LINARDS KRISTS,3
LINARDS LAIMONIS,1
LINARDS LAURIS,1
LINARDS LEO,1
LINARDS LINUSS,1
LINARDS LĪGONIS,1
LINARDS LUDIS,1
LINARDS LUDVIGS,1
LINARDS MARIUSS,1
LINARDS MATEJS,1
LINARDS MĀRTIŅŠ,2
LINARDS NIKOLASS,2
LINARDS NIKS,1
LINARDS OLIVERS,2
LINARDS OTTO,2
LINARDS PĒRS,1
LINARDS PĒTERIS,2
LINARDS RAINERS,2
LINARDS REINIS,2
LINARDS RĪDS,1
LINARDS ROBERTS,1
LINARDS RŪDOLFS,1
LINARDS SANDIJS,1
LINARDS SANDIS,1
LINARDS SANDRIS,1
LINARDS TEODORS,1
LINARDS TOMASS,1
LINARDS VIKTORS,1
LINARTS,4
LINAS,27
LINAS VITĀLIJS,1
LINASS,4
LINĀRDS,1
LINĀRS,6
LINCA LĪNA,1
LINCOYAN ALEXANDER,1
LINDA,7847
LINDA ADELĪNA,1
LINDA ADRIANA,1
LINDA AGATA,1
LINDA AGATE,2
LINDA AGITA,1
LINDA AGNESE,3
LINDA AGNIJA,1
LINDA AIDA,1
LINDA AIRITA,1
LINDA AIVA,1
LINDA AIVIJA,1
LINDA ALEKSANDRA,1
LINDA ALISE,2
LINDA ALISONA SILIŅA,1
LINDA ALĪNA,1
LINDA ALĪSE,1
LINDA ALĪSIJA,1
LINDA AMANDA,4
LINDA ANASTASIJA,1
LINDA ANCE,1
LINDA ANDRA,2
LINDA ANETE,5
LINDA ANGELICA,1
LINDA ANITA,2
LINDA ANNA,14
LINDA ANNA MATILDE,1
LINDA ANNEMARIJA,1
LINDA ANNIKA,1
LINDA ARIA,1
LINDA ARTA,1
LINDA ASTRĪDA,1
LINDA AURĒLIJA,2
LINDA BEATRISE,1
LINDA BEĀTE,1
LINDA BETIJA,1
LINDA BIRUTA,1
LINDA BONIJA,1
LINDA BORISLAVOVA,1
LINDA BRIGITA,1
LINDA DAGMARA,2
LINDA DAGNIJA,1
LINDA DAINA,2
LINDA DANIELA,3
LINDA DANIĒLA,1
LINDA DARA,1
LINDA DIĀNA,1
LINDA DITA,1
LINDA DŽEINA,1
LINDA DŽOISA,1
LINDA DŽOJA,1
LINDA EDĪTE,1
LINDA EGIJA,1
LINDA ELENA,1
LINDA ELISA,1
LINDA ELIZABETA,1
LINDA ELIZABETE,6
LINDA ELĪNA,4
LINDA ELĪZA,7
LINDA ELVA,1
LINDA ELZA,1
LINDA EMĪLIJA,4
LINDA ENERITA,1
LINDA ENIJA,1
LINDA ESTERE,7
LINDA EVA,1
LINDA EVELETA,1
LINDA EVELĪNA,5
LINDA ĒRIKA,2
LINDA FLORENCE,1
LINDA GABRIELA,1
LINDA GAIDA,1
LINDA GERDA,1
LINDA GINTA,2
LINDA GITA,2
LINDA GLORIJA,1
LINDA GRĪNBERGA,1
LINDA GUNDA,1
LINDA GUNDEGA,1
LINDA GUNTA,1
LINDA HELEN,1
LINDA HELENA,1
LINDA HELĒNA,4
LINDA HERTA,1
LINDA IEVA,3
LINDA ILIANA,1
LINDA IMANTA,1
LINDA INĀRA,2
LINDA INESE,2
LINDA INGA,1
LINDA INGEBORGA,1
LINDA INTA,1
LINDA IRĒNE,2
LINDA IVETA,2
LINDA JEKATERĪNA,1
LINDA JEĻIZAVETA,1
LINDA JETE,1
LINDA JUTA,1
LINDA JŪDŽĪNIJA,1
LINDA JŪNA,1
LINDA KAY,1
LINDA KALVĀNE,1
LINDA KARENA,1
LINDA KARMENA,1
LINDA KAROLĪNA,2
LINDA KATRĪNA,5
LINDA KATRĪNE,1
LINDA KEITA,3
LINDA KEROLAINA,1
LINDA KITIJA,2
LINDA KJARA,1
LINDA KLĀRA,1
LINDA KRISTA,2
LINDA KRISTIĀNA,7
LINDA KRISTINA ANNA,1
LINDA KRISTĪNE,5
LINDA LAILA,1
LINDA LAIMA,4
LINDA LAINE,4
LINDA LAURA,9
LINDA LEA,1
LINDA LELDE,1
LINDA LETĪCIJA,2
LINDA LIĀNA,1
LINDA LIDIJA,1
LINDA LIENE,1
LINDA LIEPA,1
LINDA LIJA,1
LINDA LILIANA,1
LINDA LILIĀNA,1
LINDA LINDSIJA,1
LINDA LĪ,3
LINDA LĪGA,1
LINDA LĪNA,1
LINDA LĪVA,8
LINDA LĪVIJA,1
LINDA LĪZE,1
LINDA LORETA,1
LINDA LORINA,1
LINDA LUIZA,1
LINDA LUIZE,2
LINDA LUĪZA,1
LINDA LUĪZE,5
LINDA LUMIKKI APRIL,1
LINDA LŪCIJA,3
LINDA MADARA,7
LINDA MADELENE,1
LINDA MADI,1
LINDA MADLĒNA,1
LINDA MAGDELĒNA,1
LINDA MAIJA,2
LINDA MARETA,1
LINDA MARIA,3
LINDA MARIE,1
LINDA MARIJA,7
LINDA MARIKA,1
LINDA MARITA,1
LINDA MARĪ,2
LINDA MARJA SOFIA,1
LINDA MARTA,3
LINDA MARTINA,1
LINDA MARUTA,1
LINDA MĀRA,6
LINDA MĀRĪTE,1
LINDA MEGIJA,4
LINDA MELĀNIJA,3
LINDA MELITA,1
LINDA MĒRIJA,1
LINDA MOHAMMEDA,1
LINDA MONA,1
LINDA NATALIA,1
LINDA NATĀLIJA,1
LINDA NELIMA,1
LINDA NIKOLA,1
LINDA OLĪVIJA,2
LINDA PAMELA,1
LINDA PATRĪCIJA,2
LINDA PAULA,4
LINDA POLĪNA,1
LINDA RAFAELA,1
LINDA RAIMONDA,1
LINDA REBEKA,1
LINDA RENĀTA,1
LINDA RENĀTE,3
LINDA RĒZIJA,1
LINDA RITA,2
LINDA ROBERTA,1
LINDA RUTA,1
LINDA RUTA TOMANE,1
LINDA RŪTA,2
LINDA SABĪNE,1
LINDA SAMANTA,2
LINDA SANDIJA,2
LINDA SANDRA,2
LINDA SANIJA,1
LINDA SAULCERĪTE,1
LINDA SAVKOVA,1
LINDA SIAMA,1
LINDA SIBILLA,1
LINDA SILVIJA,2
LINDA SIMONETA,1
LINDA SINDIJA,2
LINDA SINTIJA,2
LINDA SKAIDRĪTE,1
LINDA SNIEDZE,1
LINDA SOFIA,1
LINDA SOFIJA,2
LINDA STEFĀNIJA,2
LINDA ŠARLOTE,2
LINDA TAMĀRA,1
LINDA UNA,1
LINDA VANESA,1
LINDA VELTA,1
LINDA VERA,1
LINDA VERONIKA,2
LINDA VIKTORIJA,5
LINDA VITNIJA,1
LINDA VIVIANA,1
LINDA VOLFA,1
LINDA ZANE,2
LINDA ZELTĪTE,1
LINDA ŽOZEFĪNA,1
LINDARS,1
LINDE,1
LINDELLA MARGARITA,1
LINDENS ALLENS JĀNIS,1
LINDENS DRŪ,1
LINDENS KREIGS,1
LINDIA,1
LINDIJA,21
LINDIJA ENNA,1
LINDIJA LINDA,2
LINDONS,3
LINDSAI JOLANNA,1
LINDSAY,1
LINDSAY ELIZABETH,1
LINDSEI KEI,1
LINDSEJA,1
LINDSIJA,8
LINDSIJA ANNA,1
LINDSIJA ASTRĪDA,1
LINDSIJA ELENA,1
LINDSIJA ELISONE,1
LINDSIJA KEITLĪNA,1
LINDSIJA REGANA,1
LINE,2
LINEJA IRISA,1
LINELE,2
LINERS,1
LINETA,37
LINETA ALĪNA,1
LINETA ANTRA,1
LINETA ELEONORA,1
LINETA LINDA,1
LINETA SAKARE,1
LINETE,6
LINETTA,1
LINETTA GREISA,1
LING,1
LINGITA,1
LINGITA LINA,1
LINGYAN,1
LINGYI,1
LINGXI,1
LINGZHU,1
LINHUI,1
LINIJA,2
LININA,1
LINITA,22
LINKANS DENNIS,1
LINKS MARKUSS,1
LINN JOHANNA AMANDA,1
LINNA,41
LINNA AURĒLIJA,1
LINNA LADA,1
LINNA LUĪZA,1
LINNA MARĪ,1
LINNA VIKTORIJA,1
LINNA ZIGFRĪDA,1
LINNEA EMILIA KATARIINA,1
LINNEA KARĪNA,1
LINNS,1
LINO,2
LINOJA,5
LINOJA MALA,1
LINORA,2
LINORA SOFIJA,1
LINORIJA,1
LINS,14
LINSI ANNE,1
LINSIJA,2
LINTARS KRISTIANS,1
LINTO,1
LINURA,1
LINUS,2
LINUS ANDREAS,1
LINUS KĀRLIS ĒRIKS,1
LINUSIS,1
LINUSS,4
LINUSS SIMONS,1
LINUTA,1
LINUTE,1
LIŅINA,1
LIO,1
LIO ROBERTS,1
LIOINA,1
LIOLGINA,1
LIOLIA,1
LION KARL-JOSEF BERND,1
LIONA,7
LIONA ŠIRINA,1
LIONDA,2
LIONE,3
LIONEL,2
LIONEL ANDRE,1
LIONELLA,9
LIONELS,6
LIONELS DOMINIKS,1
LIONETA,3
LIONGINA,2
LIONGINA BIRUTE,1
LIONGINAS,1
LIONGINS,1
LIONGĪNA,1
LIONIDA,1
LIONIJA,3
LIONS,7
LIORA,29
LIORA EBIGEILA,1
LIORA LIORA,1
LIORS,36
LIORS ELIEZERS,1
LIORS JOELS,1
LIORS ZVI,1
LIOUBOV,1
LIOUDMILA,3
LIOUDMILA L,1
LIOZA,1
LIPA,3
LIPATIJS,2
LIPE,1
LIPING,7
LIPMANS,3
LIQING,1
LIRA,13
LIRANA,1
LIRANS,4
LIRANS JOSEFS,1
LIRAZE,1
LIRI,2
LIRIKA,1
LIRINA,1
LIROJS,1
LIRONA,3
LIRONA AHUVA,1
LIRONE,3
LIRONG,1
LIRONS ŠAJS,1
LIS KOLOMBE ADELAIDE,1
LISA,23
LISA ANNA,1
LISA ASTRĪDA,2
LISA CHIARA,1
LISA FRANCESCA,1
LISA HELEN,1
LISA ILZE,1
LISA KARĪNA,1
LISA KRISTIN,1
LISA LEITONE,1
LISA MAGDALENA,2
LISA MARGARITA,1
LISA MARIA,1
LISA MARIE,1
LISA MARIECHEN,1
LISA MĀRA,1
LISA NŪLA,1
LISA SOFIA,1
LISA SOPHIA,1
LISA VIKTORIJA,1
LISALOTTE,1
LISA-MARIE,1
LISANA,2
LISANDRA,1
LISANDRO,2
LISANDRO JURIS,1
LISANNE CAROLINE,1
LISBET SALLING,1
LISBETH,1
LISBETH BARBRO,1
LISE SIMONE,1
LISE THERESE JACQUELINE,1
LISETA VALERĪ,1
LISETE,2
LISIJA,4
LISMA,1
LISOFETA,1
LISTARFIJS,1
LIŠAJA,1
LITA,639
LITA AGATE,1
LITA AINA,1
LITA ANASTASIJA,1
LITA ANITA,1
LITA BELLA,1
LITA DACE,1
LITA ELĪNA,1
LITA ELVIJA,1
LITA ELVIRA,1
LITA ESTERE,1
LITA GUNDEGA,1
LITA INGA,1
LITA INGRĪDA,2
LITA JANETA,1
LITA KERSTINA,1
LITA LAINE,1
LITA LETĪCIJA,1
LITA LIDIJA,1
LITA LINDA,1
LITA LĪVA,1
LITA LUĪZE,1
LITA MARLĒNA,1
LITA PATRĪCIJA,1
LITA RITA,1
LITA SENDRA,1
LITA SKAIDRĪTE,1
LITA VILMA,1
LITALA,5
LITALE,1
LITICIJA,1
LITIJA,1
LITISIJA,1
LITĪCIJA,1
LITO,2
LITTA,2
LITVARS,1
LIU YIGUO,1
LIUBA,4
LIUBAVA,2
LIUBOMIR,1
LIUBOMYR,4
LIUBOU,7
LIUBOV,783
LIUBOVA,2
LIUBOVE,3
LIUBOW,1
LIUCIJA NILIJA,1
LIUDA,2
LIUDAS,2
LIUDMILA,1733
LIUDMYLA,51
LIUDVIKA,1
LIUDVINA,1
LIUTAURAS,1
LIUTCIIA,1
LIVA,1
LIVA JASMINE,1
LIVA VILLOU,1
LIVANĪDA,1
LIVANORA,1
LIVARS,8
LIVĀRS,1
LIVDIYA,1
LIVEJA,1
LIVERIJS,2
LIVETA,6
LIVGA,1
LIVI ASTRĪDA,1
LIVI JOHANNA,1
LIVIA,6
LIVIA KIARA,1
LIVIA MARIA,1
LIVIA NĒLTJE ILZE,1
LIVIA ROZALIA,1
LIVIYA,2
LIVIJA,56
LIVIJA ANNA,2
LIVIJA DZINTRA,1
LIVIJA ELFRIDA,1
LIVIJA ELZA,1
LIVIJA EMILIJA,1
LIVIJA MIRDZA,1
LIVIJA VIKSNA,1
LIVIJUS,1
LIVIJUS LEO,1
LIVIO NAMEJS UDO LUIDŽI,1
LIVITA,15
LIVITA PATRĪCIJA,1
LIVIU,1
LIVIU-CRISTIAN,1
LIVĪJA,1
LIVĪNS,1
LIVNATA,1
LIXIN,1
LIZA,68
LIZA AIJA,1
LIZA ALTA,1
LIZA ANNA,1
LIZA ANNE,1
LIZA BEATRISE,1
LIZA ELIZABETE,2
LIZA KARIN,1
LIZA KAROLINE MARI,1
LIZA KLĒRA,1
LIZA LIENE,1
LIZA LINDA,1
LIZA LĪGA,1
LIZA LŪ,1
LIZA MARIA,1
LIZA MARIJA,2
LIZA MARINE,1
LIZA MARĪ,1
LIZA MARĪ ŽOŽĒ VELTA,1
LIZA MARTA,1
LIZA MEJA,1
LIZA MIŠELA,1
LIZA SINTIJA,1
LIZA SOFĪ,1
LIZA TĪNA,1
LIZABELLA,1
LIZABETA,1
LIZAVETA,10
LIZBETE LEA,1
LIZELOTE,1
LIZELOTE ANNA,1
LIZETA,2
LIZETE,128
LIZETE ALISE,1
LIZETE ALMA,1
LIZETE AMĀLIJA,1
LIZETE AMĒLIJA,1
LIZETE ANDRA,1
LIZETE ANETE,1
LIZETE ANNA,3
LIZETE ANNEMARIJA,1
LIZETE DĀRNIJA,1
LIZETE ELĪNA,1
LIZETE ELĪZA,1
LIZETE ELZA,1
LIZETE HANNA,1
LIZETE HERMĪNE,1
LIZETE IRISA,1
LIZETE KAROLĪNA,1
LIZETE KEITA,1
LIZETE LEONORA,1
LIZETE LEONTĪNE,1
LIZETE LINNA,1
LIZETE LITA,1
LIZETE LOTE,1
LIZETE MARTA,2
LIZETE MILIJA,1
LIZETE MIRDZA,1
LIZETE MONIKA,1
LIZETE PATRĪCIJA,1
LIZI,2
LIZIJA MEJA,1
LIZĪ,1
LIZOLETE,1
LYA,1
LYALYA,3
LYDIA,3
LYGAUDAS,1
LYNDA ANNE,1
LYNN,1
LYNN ELLEN,1
LYNN JANICE,1
LYOVA,1
LYUBA,4
LYUBAVA,2
LYUBEN GORANOV,1
LYUBEN SLAVCHEV,1
LYUBEN TSEKOV,1
LYUBOMIR,2
LYUBOMIR BORISOV,1
LYUBOMIR GENADIEV,1
LYUBOMIR KOSTADINOV,1
LYUBOMIR LYUBOMIROV,1
LYUBOMIRA,1
LYUBOMYR,3
LYUBOV,16
LYUDA,1
LYUDMIL NISTOROV,1
LYUDMILA,21
LYUDMYLA,14
LYUDVIGA,2
LYUDVIK,1
LYUKA,1
LYUSIA,1
LYUSINE,1
LYUSYA,7
LYUTSIA,2
LYUTSIYA,3
LĪ,3
LĪ ALEKSANDERS,1
LĪ ANDŽELĪNA,1
LĪ ANNA,2
LĪ ARTURS,1
LĪ DEIVIDS,1
LĪ MAIKLS,1
LĪ MARTINS,1
LĪ MIKELI,1
LĪ ROZA,1
LĪ SEMS,1
LĪAMS TROJS,1
LĪANNA SJŪ,1
LĪBA,94
LĪBA ALEKSANDRA,1
LĪBA AMĒLIJA,1
LĪBA ANNA,1
LĪBA BAIBA,1
LĪBA BERTA,1
LĪBA DAIJA,1
LĪBA DĀRTA,1
LĪBA ĢERTRŪDE,1
LĪBA JASMĪNA,1
LĪBA KAIVA,1
LĪBA KARLĪNA,1
LĪBA KATRĪNA,1
LĪBA KATRĪNE,1
LĪBA KLINTA,1
LĪBA LINDA,1
LĪBA LUĪZE,1
LĪBA MARIJA,1
LĪBA MARTA,1
LĪBA ODRIJA,1
LĪBA PAULA,2
LĪBA SANTA,1
LĪBA STELLA,1
LĪBE,2
LĪBIS,1
LĪDA,2
LĪDE,1
LĪDIJA MARA SUZANNA,1
LĪGA,10422
LĪGA AGNESE,2
LĪGA AIRISA,1
LĪGA ALDA,1
LĪGA ALEKSANDRA,1
LĪGA ALISE,1
LĪGA AMANDA,2
LĪGA ANCE,1
LĪGA ANDA,1
LĪGA ANDRA,1
LĪGA ANETE,3
LĪGA ANITA,1
LĪGA ANNA,4
LĪGA ANNEMARIJA,1
LĪGA ANNIJA,2
LĪGA ANNIKA,1
LĪGA ARABELLA,1
LĪGA ARTA,1
LĪGA ASTRA,1
LĪGA ASTRĪDA,1
LĪGA AUSMA,2
LĪGA ĀRIJA,1
LĪGA BAIBA,1
LĪGA BEATRISE,1
LĪGA BELLA,1
LĪGA BENITA,2
LĪGA BEROLĪNA,1
LĪGA BETIJA,1
LĪGA BURVE,1
LĪGA DACE,1
LĪGA DAIGA,1
LĪGA DAIŅUVĪTE,1
LĪGA DANIELA,2
LĪGA DĀRTA,3
LĪGA DEINA,1
LĪGA DŽĪNIJA,1
LĪGA EGIJA,1
LĪGA ELANA,1
LĪGA ELGA,1
LĪGA ELIZABETE,6
LĪGA ELĪZA,1
LĪGA EMĪLIJA,1
LĪGA EMMA,2
LĪGA ENIJA,1
LĪGA ESTERE,1
LĪGA EVELĪNA,2
LĪGA ĒRIKA,1
LĪGA FAUSTĪNE,1
LĪGA GAIDA,1
LĪGA GITA,1
LĪGA GOLDMANE,1
LĪGA GUNDEGA,2
LĪGA HELĒNA,2
LĪGA IEVA,3
LĪGA ILONA,1
LĪGA ILZE,2
LĪGA INĀRA,2
LĪGA INESE,1
LĪGA INGVILDA,1
LĪGA INTA,2
LĪGA IRBE,1
LĪGA IRĒNA,2
LĪGA IVETA,1
LĪGA JOLANTA,1
LĪGA JULIANA,1
LĪGA JUSTĪNE,2
LĪGA KARLĪNA,1
LĪGA KATE,1
LĪGA KATRĪNA,2
LĪGA KATRĪNE,1
LĪGA KEITA,2
LĪGA KETLĪNA,1
LĪGA KITIJA,1
LĪGA KRISTA,5
LĪGA KRISTIĀNA,2
LĪGA KRISTĪNE,2
LĪGA LAIMA,1
LĪGA LAIMDOTA,1
LĪGA LANA,1
LĪGA LAUMA,1
LĪGA LAURA,2
LĪGA LEJNIECE,1
LĪGA LIDA,1
LĪGA LIENE,1
LĪGA LIGITA,3
LĪGA LILIĀNA,1
LĪGA LILIJA,1
LĪGA LILITA,1
LĪGA LILLIJA,2
LĪGA LINDA,1
LĪGA LĪNA,1
LĪGA LĪVA,1
LĪGA LĪVIJA,1
LĪGA LONIJA,2
LĪGA LONIJA VIDIJA,1
LĪGA LUĪZE,2
LĪGA LUSIJA,1
LĪGA LŪCIJA,1
LĪGA M,1
LĪGA MADARA,7
LĪGA MAGDALĒNA,1
LĪGA MAIJA,2
LĪGA MARIANNA,1
LĪGA MARIJA,4
LĪGA MARIKA,1
LĪGA MARĪ,1
LĪGA MARTA,2
LĪGA MĀRA,5
LĪGA MĀRĪTE,1
LĪGA MELĀNIJA,1
LĪGA MELODIJA,1
LĪGA MĒRIJA,1
LĪGA MILDA,1
LĪGA MIRIELLE,1
LĪGA MUDĪTE,1
LĪGA NIKOLA,1
LĪGA NORMANE,1
LĪGA OKSANA,1
LĪGA OLGA,1
LĪGA PATRICIJA,1
LĪGA PAULA,3
LĪGA PAULĪNE,1
LĪGA PĀRSLA,1
LĪGA RAITA,1
LĪGA RASA,1
LĪGA RENĀTE,1
LĪGA RENĒ,1
LĪGA RUDĪTE,2
LĪGA RUTA,2
LĪGA RŪTA,2
LĪGA SAMANTA,1
LĪGA SANTA,1
LĪGA SARMA,1
LĪGA SARMĪTE,2
LĪGA SAULCERĪTE,1
LĪGA SENDIJA,1
LĪGA SILVIJA,1
LĪGA SINTIJA,1
LĪGA SKAIDRA,1
LĪGA SKAIDRĪTE,1
LĪGA SOFIJA,2
LĪGA SPODRA,1
LĪGA ŠERIL,1
LĪGA TARVIDA,1
LĪGA TATJANA,1
LĪGA TERĒZA,1
LĪGA ULRIHA,1
LĪGA UNDĪNE,1
LĪGA VAIRA,2
LĪGA VANDA,1
LĪGA VANESA,1
LĪGA VELTA,1
LĪGA VERONIKA,1
LĪGA VIJA,3
LĪGA VIKTORIJA,3
LĪGA VILLIJA,1
LĪGA VINETA,1
LĪGA VITA,1
LĪGA VIVIĀNA,1
LĪGA ZAIGA,3
LĪGA ZENTA,1
LĪGA ZINTA,1
LĪGA ŽAKLĪNA,2
LĪGIJA,6
LĪGO,1
LĪGONIS,27
LĪGONIS DAINIS,1
LĪGONS,1
LĪGOTNIS,2
LĪGSMA,8
LĪGUTS,1
LĪKSMA,51
LĪKSMA ALĪDA,1
LĪLE,2
LĪLIJA,2
LĪLU,1
LĪNA,645
LĪNA ADELHEIDE,1
LĪNA ADELĪNA,1
LĪNA ALEKSANDRA,1
LĪNA ALEKSANDRIJA,1
LĪNA ALĪNA,1
LĪNA ALMA,1
LĪNA AMALDA,1
LĪNA AMĀLIJA,1
LĪNA AMĀLIJA ANETE,1
LĪNA ANNA,4
LĪNA ANNETE,1
LĪNA ARSIJA,1
LĪNA AUSTRA,1
LĪNA ELIANA,1
LĪNA ELIZABETE,1
LĪNA ELĪZA,3
LĪNA EMĪLIJA,3
LĪNA ERENA,1
LĪNA ERLANDA,1
LĪNA ESTERE,1
LĪNA EVELITA,1
LĪNA EVELĪNA,1
LĪNA GERDA,1
LĪNA GRĒTA,1
LĪNA GRIETA,2
LĪNA GUNDEGA,1
LĪNA HERMĪNA,1
LĪNA HERTA,1
LĪNA INGA,1
LĪNA IVA,1
LĪNA KARLĪNA,2
LĪNA KARMENA,1
LĪNA KAROLĪNA,1
LĪNA KATRĪNA,1
LĪNA KRISTA,1
LĪNA KRISTIĀNA,1
LĪNA LAILA,1
LĪNA LAIMA,1
LĪNA LIĀNA,1
LĪNA LIJA,1
LĪNA LIZETE,1
LĪNA LĪGA,2
LĪNA LĪVA,1
LĪNA LORETA,1
LĪNA LUĪZE,1
LĪNA LŪCIJA,2
LĪNA MARIJA,2
LĪNA MARĪ,1
LĪNA MARTA,4
LĪNA MĀRA,2
LĪNA NATĀLIJA,2
LĪNA NERINA,1
LĪNA NORA,1
LĪNA OLGA,1
LĪNA OTĪLIJA,1
LĪNA PATRĪCIJA,1
LĪNA PAULA,1
LĪNA RASMA,1
LĪNA RŪTA,1
LĪNA SAMANTA,1
LĪNA SOFIA,1
LĪNA SOFIJA,1
LĪNA SUREIJA,1
LĪNA TĪNA,1
LĪNA VELTA,1
LĪNA VENDIJA,1
LĪNA VIKTORIJA,1
LĪNE,14
LĪNE ERNA,1
LĪRA,1
LĪRIJA,1
LĪROJS,1
LĪSA MĀRA,1
LĪVA,2554
LĪVA ADELA,1
LĪVA ADRIANA,1
LĪVA AGNESE,1
LĪVA AIVA,1
LĪVA ALEKSA,1
LĪVA ALEKSANDRA,3
LĪVA ALISE,2
LĪVA ALĪDA,1
LĪVA ALĪNA,1
LĪVA AMANDA,3
LĪVA AMĒLIJA,1
LĪVA ANCE,4
LĪVA ANDRA,2
LĪVA ANDRETA,1
LĪVA ANETE,3
LĪVA ANNA,16
LĪVA ANNELE,1
LĪVA ANNELIJA,1
LĪVA ANNIJA,2
LĪVA ARTA,2
LĪVA ASTRĪDA,1
LĪVA AUCE,1
LĪVA AUGUSTE,1
LĪVA AUSMA,1
LĪVA AUSTRA,1
LĪVA BEATE,1
LĪVA BEĀTE,5
LĪVA CECĪLIJA,1
LĪVA DAGMĀRA,1
LĪVA DANA,1
LĪVA DANIELA,1
LĪVA DENĒZA,1
LĪVA DINĀRA,1
LĪVA DUCENA,1
LĪVA EGIJA,1
LĪVA ELIZABETE,14
LĪVA ELĪNA,3
LĪVA ELĪZA,3
LĪVA ELLA,2
LĪVA ELVĪRA,1
LĪVA ELZA,5
LĪVA EMILIA,1
LĪVA EMĪLIJA,10
LĪVA ENDIJA,1
LĪVA ESTERE,7
LĪVA EVA,1
LĪVA EVELĪNA,4
LĪVA EVITA,1
LĪVA FELICITA,1
LĪVA GRĒTA,7
LĪVA GRIETA,2
LĪVA GUNDEGA,1
LĪVA HANNA,1
LĪVA HEILIJA,1
LĪVA HELMI,1
LĪVA IEVA,2
LĪVA IRBE,1
LĪVA JASMĪNE,1
LĪVA JUSTĪNE,2
LĪVA KARĪNA,3
LĪVA KARLĪNA,1
LĪVA KATARĪNA,1
LĪVA KATE,2
LĪVA KATRĪNA,5
LĪVA KATRĪNE,1
LĪVA KEITA,1
LĪVA KEITIJA,1
LĪVA KITIJA,1
LĪVA KLAUDIJA,1
LĪVA KLINTA,1
LĪVA KRISTA,2
LĪVA KRISTIĀNA,10
LĪVA LAIMA,1
